,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,coordinates,bedrooms_bathrooms,sqft_lot_sqft_living,sqft_living_sqft_living15,sqft_living_bedrooms,grade_category
2934,203600600,685530.0,4,2.5,3130,60467,2.0,Average,9,3130,0.0,1996,0.0,2780,44224,"[47.6618, -121.962]",1.6,19.3185303514377,1.1258992805755397,782.5,medium
2935,2021069059,254600.0,3,2.0,1470,20000,1.0,Good,7,1470,0.0,1968,0.0,1390,30056,"[47.2973, -122.08]",1.5,13.605442176870747,1.0575539568345325,490.0,medium
2936,7227501645,230000.0,3,2.0,1440,5600,1.0,Good,6,720,720.0,1942,0.0,1120,5700,"[47.4947, -122.185]",1.5,3.888888888888889,1.2857142857142858,480.0,low
2937,4310702787,335000.0,3,3.0,1430,1249,3.0,Average,8,1430,0.0,2003,0.0,1020,1112,"[47.6971, -122.34]",1.0,0.8734265734265734,1.4019607843137254,476.6666666666667,medium
2938,1494300110,550000.0,4,2.5,2170,9600,1.0,Average,7,1460,710.0,1980,0.0,1940,8400,"[47.6789, -122.116]",1.6,4.423963133640553,1.1185567010309279,542.5,medium
2939,1950900245,123300.0,3,1.0,1150,8050,1.5,Good,7,1150,0.0,1956,0.0,1360,8050,"[47.374, -122.296]",3.0,7.0,0.8455882352941176,383.3333333333333,medium
2940,3512100110,275436.0,4,2.75,2170,9658,1.5,Average,7,2170,0.0,1966,0.0,1490,9731,"[47.3741, -122.189]",1.4545454545454546,4.450691244239631,1.4563758389261745,542.5,medium
2941,8732750100,325000.0,4,3.5,2630,3435,1.5,Average,7,1640,990.0,1984,0.0,1920,2435,"[47.4355, -122.272]",1.1428571428571428,1.306083650190114,1.3697916666666667,657.5,medium
2942,1332000110,635000.0,4,2.5,2490,40608,2.0,Average,9,2490,0.0,1997,0.0,3170,45441,"[47.6507, -122.004]",1.6,16.308433734939758,0.7854889589905363,622.5,medium
2943,2768100690,513000.0,3,1.75,1710,5000,1.0,Good,7,1110,600.0,1944,0.0,920,5000,"[47.6689, -122.37]",1.7142857142857142,2.9239766081871346,1.858695652173913,570.0,medium
2944,7525410090,580000.0,4,2.5,2130,35752,1.0,Average,8,1490,640.0,1980,0.0,3030,34000,"[47.5748, -122.031]",1.6,16.784976525821595,0.7029702970297029,532.5,medium
2945,9558800025,225000.0,3,1.0,940,9272,1.0,Average,7,940,0.0,1954,0.0,1270,9375,"[47.4353, -122.335]",3.0,9.863829787234042,0.7401574803149606,313.3333333333333,medium
2946,2788400315,265000.0,3,1.0,1400,9460,1.0,Average,7,1060,340.0,1961,0.0,1570,7700,"[47.5119, -122.321]",3.0,6.757142857142857,0.89171974522293,466.6666666666667,medium
2947,7128300855,313000.0,4,1.75,1630,3000,1.0,Average,7,930,700.0,1978,0.0,1630,3000,"[47.5961, -122.305]",2.2857142857142856,1.8404907975460123,1.0,407.5,medium
2948,7655900038,296000.0,2,1.0,1370,8400,1.0,Average,7,1370,0.0,1948,0.0,1330,8396,"[47.7344, -122.336]",2.0,6.131386861313868,1.0300751879699248,685.0,medium
2949,7923500090,655500.0,4,2.75,2380,15800,1.0,Average,8,1680,700.0,1957,0.0,1950,11751,"[47.5929, -122.133]",1.4545454545454546,6.638655462184874,1.2205128205128206,595.0,medium
2950,3339900096,250750.0,5,1.75,2140,12058,1.0,Good,8,2140,0.0,1951,0.0,1640,10125,"[47.3167, -122.214]",2.857142857142857,5.634579439252336,1.3048780487804879,428.0,medium
2951,5214500690,438000.0,4,2.5,1970,8545,2.0,Average,8,1970,0.0,2004,0.0,2590,7200,"[47.4893, -122.138]",1.6,4.33756345177665,0.7606177606177607,492.5,medium
2952,4045900147,590000.0,3,2.75,2550,54014,2.0,Good,8,1980,570.0,1967,0.0,2180,21600,"[47.7596, -122.117]",1.0909090909090908,21.181960784313727,1.1697247706422018,850.0,medium
2953,6450302900,329500.0,3,1.0,1080,5250,1.0,Good,7,1080,0.0,1947,0.0,1100,5250,"[47.7309, -122.336]",3.0,4.861111111111111,0.9818181818181818,360.0,medium
2954,2597460090,1200000.0,3,2.25,3070,9645,2.0,Average,10,2110,960.0,1987,0.0,3130,9450,"[47.5522, -122.144]",1.3333333333333333,3.1416938110749184,0.9808306709265175,1023.3333333333334,high
2955,2770601595,415000.0,2,1.0,1470,6000,1.0,Average,6,900,570.0,1944,0.0,1670,6000,"[47.6527, -122.386]",2.0,4.081632653061225,0.8802395209580839,735.0,low
2956,4188000490,900000.0,4,2.5,3620,42580,2.0,Average,10,3620,0.0,1984,0.0,2950,33167,"[47.7204, -122.115]",1.6,11.762430939226519,1.2271186440677966,905.0,high
2957,1324079085,378000.0,3,1.5,1050,57499,1.0,Average,7,1050,0.0,1975,0.0,1460,42688,"[47.5602, -121.86]",2.0,54.76095238095238,0.7191780821917808,350.0,medium
2958,1720069006,474000.0,2,1.0,1050,403365,1.0,Very Good,6,1050,0.0,1905,0.0,1760,108900,"[47.2221, -122.059]",2.0,384.15714285714284,0.5965909090909091,525.0,low
2959,1947300115,464000.0,3,1.0,1320,3625,2.0,Average,7,1320,0.0,1900,0.0,1660,5438,"[47.6049, -122.288]",3.0,2.746212121212121,0.7951807228915663,440.0,medium
2960,5490700100,310000.0,3,1.0,1210,7649,1.0,Good,7,1210,0.0,1956,0.0,1210,6760,"[47.7693, -122.32]",3.0,6.321487603305785,1.0,403.3333333333333,medium
2961,7278100690,580000.0,3,1.5,1860,7190,2.0,Very Good,7,1860,0.0,1952,0.0,1670,5525,"[47.7716, -122.392]",2.0,3.8655913978494625,1.1137724550898203,620.0,medium
2962,2322029048,999000.0,3,2.75,2830,505166,1.0,Good,8,1830,1000.0,1962,0.0,2120,21988,"[47.3782, -122.514]",1.0909090909090908,178.50388692579506,1.3349056603773586,943.3333333333334,medium
2963,6821102100,510000.0,2,1.0,810,6480,1.0,Very Good,6,810,0.0,1942,0.0,1920,6000,"[47.6493, -122.398]",2.0,8.0,0.421875,405.0,low
2964,3176100110,650000.0,3,1.5,1630,7475,1.0,Average,7,1160,470.0,1940,0.0,2320,7475,"[47.6725, -122.272]",2.0,4.585889570552148,0.7025862068965517,543.3333333333334,medium
2965,2188200785,196000.0,3,1.0,880,19600,1.0,Good,7,880,0.0,1978,0.0,880,10500,"[47.2707, -122.34]",3.0,22.272727272727273,1.0,293.3333333333333,medium
2966,1446801030,220000.0,4,1.75,1660,11664,1.0,Average,6,1010,650.0,1952,0.0,1670,9975,"[47.4943, -122.331]",2.2857142857142856,7.026506024096386,0.9940119760479041,415.0,low
2967,8965520100,855000.0,3,2.25,3440,10628,2.0,Average,10,3440,0.0,1985,0.0,3170,11434,"[47.5647, -122.108]",1.3333333333333333,3.08953488372093,1.085173501577287,1146.6666666666667,high
2968,3649100586,483000.0,3,1.75,2110,10454,1.0,Good,8,1440,670.0,1978,0.0,1990,10890,"[47.7344, -122.246]",1.7142857142857142,4.954502369668247,1.0603015075376885,703.3333333333334,medium
2969,7283900153,400000.0,3,1.0,1060,12000,1.0,Average,7,1060,0.0,1952,0.0,1550,10500,"[47.7703, -122.35]",3.0,11.320754716981131,0.6838709677419355,353.3333333333333,medium
2970,1036100100,435000.0,3,2.5,1900,7984,2.0,Average,8,1900,0.0,1993,0.0,2650,9352,"[47.7433, -122.194]",1.2,4.202105263157895,0.7169811320754716,633.3333333333334,medium
2971,3278602670,219500.0,1,1.0,820,1060,1.0,Average,8,760,60.0,2007,0.0,1770,1924,"[47.5473, -122.371]",1.0,1.2926829268292683,0.4632768361581921,820.0,medium
2972,3625049014,2950000.0,4,3.5,4860,23885,2.0,Average,12,4860,0.0,1996,0.0,3580,16054,"[47.6172, -122.23]",1.1428571428571428,4.9146090534979425,1.3575418994413408,1215.0,high
2973,7276100165,427000.0,3,2.5,2050,3218,3.0,Average,7,2050,0.0,2008,0.0,2050,7200,"[47.7612, -122.344]",1.2,1.5697560975609757,1.0,683.3333333333334,medium
2974,9136103130,430000.0,2,1.5,1090,4013,1.5,Average,7,1090,0.0,1900,0.0,1390,4013,"[47.6652, -122.338]",1.3333333333333333,3.681651376146789,0.7841726618705036,545.0,medium
2975,9136103130,685000.0,2,1.5,1090,4013,1.5,Average,7,1090,0.0,1900,0.0,1390,4013,"[47.6652, -122.338]",1.3333333333333333,3.681651376146789,0.7841726618705036,545.0,medium
2976,1193000025,495000.0,2,1.5,1920,6250,1.0,Average,7,1060,860.0,1937,0.0,2070,6250,"[47.6497, -122.393]",1.3333333333333333,3.2552083333333335,0.927536231884058,960.0,medium
2977,2744000100,299950.0,3,2.5,1870,7942,2.0,Average,7,1870,0.0,1990,0.0,1870,7392,"[47.342, -122.279]",1.2,4.247058823529412,1.0,623.3333333333334,medium
2978,3744600028,390000.0,4,1.75,2690,46609,1.5,Average,7,2690,0.0,1940,0.0,1920,7302,"[47.4951, -122.352]",2.2857142857142856,17.326765799256506,1.4010416666666667,672.5,medium
2979,3679400025,385000.0,3,1.75,2160,5863,1.5,Good,7,1260,900.0,1928,0.0,1590,3000,"[47.5729, -122.315]",1.7142857142857142,2.714351851851852,1.3584905660377358,720.0,medium
2980,9545260100,740000.0,4,2.5,3000,10392,2.0,Average,9,3000,0.0,1995,0.0,3140,9213,"[47.535, -122.049]",1.6,3.464,0.9554140127388535,750.0,medium
2981,375000165,991700.0,4,3.0,2290,2350,2.0,Average,9,1610,680.0,1924,0.0,1610,3820,"[47.574, -122.415]",1.3333333333333333,1.0262008733624455,1.4223602484472049,572.5,medium
2982,4003000053,765000.0,3,2.75,2250,9600,2.5,Good,9,1830,420.0,1909,1991.0,2060,4980,"[47.6033, -122.287]",1.0909090909090908,4.266666666666667,1.0922330097087378,750.0,medium
2983,7855600820,802000.0,4,2.25,2130,8734,2.0,Good,8,2130,0.0,1961,0.0,2550,8800,"[47.5672, -122.161]",1.7777777777777777,4.100469483568075,0.8352941176470589,532.5,medium
2984,3860400100,950000.0,4,2.75,2500,20000,1.0,Good,8,1700,800.0,1969,0.0,2650,20000,"[47.5901, -122.198]",1.4545454545454546,8.0,0.9433962264150944,625.0,medium
2985,121059147,392000.0,4,2.5,2300,41167,2.0,Average,7,2300,0.0,1988,0.0,2300,21765,"[47.3412, -122.108]",1.6,17.898695652173913,1.0,575.0,medium
2986,825079019,590000.0,3,2.5,3360,218235,1.0,Average,8,3360,0.0,1989,0.0,2650,220849,"[47.6601, -121.946]",1.2,64.95089285714286,1.2679245283018867,1120.0,medium
2987,123039313,425000.0,4,2.5,1920,9000,2.0,Fair,7,1920,0.0,1989,0.0,1530,10474,"[47.5153, -122.37]",1.6,4.6875,1.2549019607843137,480.0,medium
2988,7784000110,765000.0,5,1.75,2440,15143,1.5,Good,8,1740,700.0,1944,0.0,2390,10907,"[47.4948, -122.37]",2.857142857142857,6.206147540983607,1.0209205020920502,488.0,medium
2989,8835220090,313500.0,3,2.25,1440,3488,2.0,Good,7,1440,0.0,1983,0.0,1390,3488,"[47.7257, -122.162]",1.3333333333333333,2.422222222222222,1.0359712230215827,480.0,medium
2990,6381501636,320000.0,3,1.0,1780,6840,2.0,Good,6,1780,0.0,1947,0.0,1410,7200,"[47.727, -122.3]",3.0,3.842696629213483,1.2624113475177305,593.3333333333334,low
2991,1370804446,604000.0,4,1.75,1490,4485,1.0,Average,8,1350,140.0,1960,0.0,1380,4846,"[47.6388, -122.399]",2.2857142857142856,3.01006711409396,1.0797101449275361,372.5,medium
2992,9828701871,570000.0,3,2.0,1400,1657,2.0,Average,8,1060,340.0,2004,0.0,1540,2275,"[47.6196, -122.298]",1.5,1.1835714285714285,0.9090909090909091,466.6666666666667,medium
2993,3396200090,639000.0,4,2.5,2150,12028,2.0,Good,8,2150,0.0,1982,0.0,1800,11777,"[47.7224, -122.101]",1.6,5.594418604651163,1.1944444444444444,537.5,medium
2994,1463400047,335000.0,4,2.0,1910,10200,1.0,Good,7,1910,0.0,1963,0.0,1820,15600,"[47.4804, -122.133]",2.0,5.340314136125654,1.0494505494505495,477.5,medium
2995,8825900855,896000.0,4,1.75,2660,3520,2.0,Good,8,2080,580.0,1917,0.0,2100,4080,"[47.6743, -122.308]",2.2857142857142856,1.3233082706766917,1.2666666666666666,665.0,medium
2996,7147600245,259500.0,3,1.75,1650,12349,1.0,Average,7,1650,0.0,1957,0.0,1470,10763,"[47.442, -122.282]",1.7142857142857142,7.484242424242424,1.1224489795918366,550.0,medium
2997,5071400485,637000.0,3,2.0,1980,6000,1.0,Good,7,1380,600.0,1958,0.0,1260,6000,"[47.6921, -122.283]",1.5,3.0303030303030303,1.5714285714285714,660.0,medium
2998,8732040090,307450.0,4,2.75,2690,8874,1.0,Average,8,1370,1320.0,1980,0.0,1990,7875,"[47.3078, -122.383]",1.4545454545454546,3.2988847583643124,1.3517587939698492,672.5,medium
2999,8082400100,535000.0,3,1.75,1380,3561,1.0,Good,7,860,520.0,1925,0.0,1820,4593,"[47.6822, -122.399]",1.7142857142857142,2.5804347826086955,0.7582417582417582,460.0,medium
3000,546000930,669500.0,4,2.25,2500,4046,1.5,Good,7,1520,980.0,1940,0.0,1410,4046,"[47.6882, -122.382]",1.7777777777777777,1.6184,1.7730496453900708,625.0,medium
3001,1665400025,259000.0,3,1.75,1590,7148,1.0,Average,7,1590,0.0,1952,0.0,1150,7280,"[47.4713, -122.344]",1.7142857142857142,4.49559748427673,1.382608695652174,530.0,medium
3002,9187200245,441000.0,4,1.5,1100,3300,1.0,Poor,7,1100,0.0,1919,0.0,2020,4000,"[47.6033, -122.295]",2.6666666666666665,3.0,0.5445544554455446,275.0,medium
3003,2123700015,228800.0,4,2.5,1470,1612,2.0,Average,7,980,490.0,2003,0.0,1460,5027,"[47.5275, -122.271]",1.6,1.0965986394557823,1.0068493150684932,367.5,medium
3004,8682291730,530000.0,2,2.0,1680,4950,1.0,Average,8,1680,0.0,2006,0.0,1570,4800,"[47.7194, -122.022]",1.0,2.9464285714285716,1.070063694267516,840.0,medium
3005,5318100504,524000.0,2,2.0,1450,2272,1.0,Good,6,750,700.0,1924,0.0,2170,4370,"[47.633, -122.282]",1.0,1.566896551724138,0.6682027649769585,725.0,low
3006,9297800165,430000.0,4,2.25,2020,4840,1.5,Very Good,8,1200,820.0,1925,0.0,1410,4840,"[47.5576, -122.376]",1.7777777777777777,2.396039603960396,1.4326241134751774,505.0,medium
3007,1342300265,1330000.0,4,3.25,2470,4760,1.5,Very Good,9,1890,580.0,1906,0.0,2470,4760,"[47.6331, -122.31]",1.2307692307692308,1.9271255060728745,1.0,617.5,medium
3008,2212901130,210000.0,3,1.0,1230,12201,1.0,Average,7,1230,0.0,1969,0.0,1230,10780,"[47.3285, -122.134]",3.0,9.919512195121952,1.0,410.0,medium
3009,8122100690,449000.0,4,2.5,1850,5040,1.0,Average,7,1230,620.0,1930,0.0,1010,5040,"[47.5386, -122.373]",1.6,2.7243243243243245,1.8316831683168318,462.5,medium
3010,148000375,945000.0,2,2.5,2540,7089,2.0,Average,9,2540,0.0,2004,0.0,1330,7089,"[47.5747, -122.414]",0.8,2.790944881889764,1.9097744360902256,1270.0,medium
3011,3423049209,200450.0,3,1.0,970,9130,1.0,Average,6,970,0.0,1957,0.0,1000,8886,"[47.4369, -122.272]",3.0,9.412371134020619,0.97,323.3333333333333,low
3012,16000015,219950.0,3,1.5,1070,6601,1.0,Average,6,1070,0.0,1985,0.0,1030,6614,"[47.3115, -122.209]",2.0,6.169158878504673,1.0388349514563107,356.6666666666667,low
3013,4035900015,659500.0,4,3.0,2620,18362,1.0,Good,8,1870,750.0,1956,0.0,2630,16792,"[47.5646, -122.184]",1.3333333333333333,7.008396946564885,0.9961977186311787,655.0,medium
3014,8563010300,746000.0,4,2.75,2110,8190,1.5,Very Good,8,2110,0.0,1966,0.0,2420,8400,"[47.6269, -122.1]",1.4545454545454546,3.881516587677725,0.871900826446281,527.5,medium
3015,3396200300,540000.0,3,1.75,2110,7129,1.0,Average,8,1280,830.0,1982,0.0,1810,8674,"[47.7219, -122.102]",1.7142857142857142,3.3786729857819906,1.1657458563535912,703.3333333333334,medium
3016,2291401425,485000.0,5,2.0,1910,5508,1.0,Average,7,1020,890.0,1968,0.0,1030,7440,"[47.7074, -122.349]",2.5,2.8837696335078533,1.854368932038835,382.0,medium
3017,7454000110,202000.0,2,1.0,670,7844,1.0,Average,6,670,0.0,1942,0.0,740,7218,"[47.5165, -122.372]",2.0,11.707462686567164,0.9054054054054054,335.0,low
3018,3377900195,2530000.0,4,5.5,6930,45100,1.0,Good,11,4310,0.0,1950,1991.0,2560,37766,"[47.5547, -122.144]",0.7272727272727273,6.507936507936508,2.70703125,1732.5,high
3019,3824100082,502000.0,3,2.75,2010,11200,1.0,Average,8,1360,650.0,1979,0.0,2200,10640,"[47.7728, -122.253]",1.0909090909090908,5.5721393034825875,0.9136363636363637,670.0,medium
3020,3751604169,279000.0,2,2.75,1770,10534,1.0,Average,8,1210,560.0,2003,0.0,1600,17400,"[47.2773, -122.276]",0.7272727272727273,5.951412429378531,1.10625,885.0,medium
3021,6431500283,409500.0,3,1.0,1340,4120,1.0,Good,7,1040,300.0,1921,0.0,1270,4635,"[47.6916, -122.352]",3.0,3.074626865671642,1.0551181102362204,446.6666666666667,medium
3022,6647400090,453000.0,3,2.0,1660,15050,1.0,Average,7,1260,400.0,1983,0.0,1660,7320,"[47.7203, -122.194]",1.5,9.066265060240964,1.0,553.3333333333334,medium
3023,7387500195,367000.0,4,1.0,1820,5500,1.5,Average,6,1820,0.0,1947,0.0,1140,5500,"[47.5185, -122.363]",4.0,3.021978021978022,1.5964912280701755,455.0,low
3024,3342101785,550000.0,3,2.5,2510,5400,2.0,Average,9,2510,0.0,1992,0.0,1840,5400,"[47.5204, -122.206]",1.2,2.151394422310757,1.3641304347826086,836.6666666666666,medium
3025,9320600090,273500.0,3,1.5,1560,8314,1.0,Average,7,1560,0.0,1962,0.0,1820,8925,"[47.4117, -122.209]",2.0,5.329487179487179,0.8571428571428571,520.0,medium
3026,8901001185,505000.0,4,3.0,2280,7400,1.0,Average,7,1340,0.0,1978,0.0,1540,7500,"[47.71100000000001, -122.306]",1.3333333333333333,3.245614035087719,1.4805194805194806,570.0,medium
3027,825069097,770000.0,3,2.5,2650,40705,2.0,Average,9,2650,0.0,1994,0.0,2550,42625,"[47.668, -122.063]",1.2,15.360377358490567,1.0392156862745099,883.3333333333334,medium
3028,7745000090,565000.0,4,2.25,2470,7447,2.0,Average,8,2470,0.0,1984,0.0,2270,7400,"[47.7514, -122.286]",1.7777777777777777,3.0149797570850203,1.0881057268722467,617.5,medium
3029,1771110090,316000.0,3,0.75,1270,10092,1.0,Very Good,7,1270,0.0,1971,0.0,1300,10375,"[47.7567, -122.073]",4.0,7.946456692913386,0.9769230769230769,423.3333333333333,medium
3030,7888100090,160000.0,4,1.0,1520,7298,1.5,Average,7,1520,0.0,1960,0.0,1520,7298,"[47.3706, -122.31]",4.0,4.801315789473684,1.0,380.0,medium
3031,5083000375,170000.0,3,1.0,1310,9529,1.0,Average,7,1310,0.0,1956,0.0,1330,9529,"[47.4105, -122.295]",3.0,7.274045801526718,0.9849624060150376,436.6666666666667,medium
3032,5083000375,235000.0,3,1.0,1310,9529,1.0,Average,7,1310,0.0,1956,0.0,1330,9529,"[47.4105, -122.295]",3.0,7.274045801526718,0.9849624060150376,436.6666666666667,medium
3033,1329000090,1800000.0,4,3.5,3930,39098,2.0,Average,12,3930,0.0,1999,0.0,4250,38682,"[47.6399, -122.158]",1.1428571428571428,9.948600508905852,0.9247058823529412,982.5,high
3034,8143000600,310000.0,3,1.0,990,7050,1.0,Average,7,990,0.0,1967,0.0,1200,8125,"[47.7274, -122.202]",3.0,7.121212121212121,0.825,330.0,medium
3035,2144800215,285000.0,4,1.75,2080,13629,1.0,Good,7,1040,1040.0,1955,0.0,1780,14659,"[47.4866, -122.232]",2.2857142857142856,6.5524038461538465,1.1685393258426966,520.0,medium
3036,9268200658,280000.0,2,1.0,960,4920,1.0,Average,6,960,0.0,1942,0.0,1010,5040,"[47.6946, -122.362]",2.0,5.125,0.9504950495049505,480.0,low
3037,5452301785,2300000.0,4,4.25,4070,13860,2.0,Average,10,4070,0.0,2004,0.0,3430,9240,"[47.59, -122.229]",0.9411764705882353,3.4054054054054053,1.186588921282799,1017.5,high
3038,1137500090,763776.0,4,2.5,2750,16139,2.0,Average,9,2750,0.0,1989,0.0,2810,13093,"[47.5843, -122.06]",1.6,5.868727272727273,0.9786476868327402,687.5,medium
3039,6117500025,530000.0,5,2.75,3230,13572,1.0,Average,8,1880,1350.0,1965,0.0,2910,15292,"[47.4393, -122.347]",1.8181818181818181,4.201857585139319,1.1099656357388317,646.0,medium
3040,2326079039,362000.0,1,1.0,890,211576,1.5,Average,7,890,0.0,1996,0.0,1670,217364,"[47.7216, -121.883]",1.0,237.7258426966292,0.5329341317365269,890.0,medium
3041,7595700025,430000.0,2,1.0,990,4920,1.0,Average,6,990,0.0,1931,0.0,990,4960,"[47.6939, -122.368]",2.0,4.96969696969697,1.0,495.0,low
3042,4443800110,456500.0,3,1.0,1290,3880,1.5,Good,7,1290,0.0,1919,0.0,1290,4850,"[47.6879, -122.392]",3.0,3.007751937984496,1.0,430.0,medium
3043,5101405265,445000.0,4,2.5,2170,5257,2.0,Average,7,2170,0.0,1989,0.0,1430,7528,"[47.6999, -122.305]",1.6,2.42258064516129,1.5174825174825175,542.5,medium
3044,9206200110,386900.0,3,1.0,1330,10500,1.0,Average,7,960,370.0,1963,0.0,1460,11550,"[47.7204, -122.196]",3.0,7.894736842105263,0.910958904109589,443.3333333333333,medium
3045,2205700405,479000.0,3,1.0,1340,13750,1.0,Good,7,1340,0.0,1955,0.0,1430,11400,"[47.5771, -122.151]",3.0,10.261194029850746,0.9370629370629371,446.6666666666667,medium
3046,7852020300,525000.0,3,2.5,2200,4544,2.0,Average,8,2200,0.0,2000,0.0,2400,5431,"[47.5319, -121.867]",1.2,2.0654545454545454,0.9166666666666666,733.3333333333334,medium
3047,5559200051,272000.0,4,1.75,2520,10890,1.0,Average,7,1260,1260.0,1979,0.0,2090,12375,"[47.3224, -122.343]",2.2857142857142856,4.321428571428571,1.2057416267942584,630.0,medium
3048,2826049165,517000.0,4,1.0,1180,13500,1.5,Average,7,1180,0.0,1950,0.0,1580,8976,"[47.7165, -122.308]",4.0,11.440677966101696,0.7468354430379747,295.0,medium
3049,2675600028,615000.0,3,1.75,2660,7800,1.0,Good,8,1330,1330.0,1951,0.0,1950,6240,"[47.6993, -122.378]",1.7142857142857142,2.9323308270676693,1.3641025641025641,886.6666666666666,medium
3050,259801110,439000.0,3,1.75,1250,7030,1.0,Average,7,1250,0.0,1965,0.0,1460,7210,"[47.6285, -122.118]",1.7142857142857142,5.624,0.8561643835616438,416.6666666666667,medium
3051,1150001270,716000.0,3,2.5,2270,7866,1.0,Good,10,2270,0.0,1988,0.0,2580,8132,"[47.5622, -122.022]",1.2,3.4651982378854624,0.8798449612403101,756.6666666666666,high
3052,7130300690,308000.0,2,1.0,1080,6250,1.0,Good,7,1080,0.0,1942,1968.0,2100,6875,"[47.5128, -122.251]",2.0,5.787037037037037,0.5142857142857142,540.0,medium
3053,2652500015,800000.0,3,2.25,1620,4500,2.0,Good,8,1620,0.0,1926,0.0,1210,4320,"[47.643, -122.361]",1.3333333333333333,2.7777777777777777,1.3388429752066116,540.0,medium
3054,3693901801,575000.0,3,2.0,940,5000,1.0,Average,7,880,60.0,1941,0.0,1420,5000,"[47.6771, -122.398]",1.5,5.319148936170213,0.6619718309859155,313.3333333333333,medium
3055,8092501240,219950.0,3,1.5,1620,9310,1.0,Good,7,1620,0.0,1967,0.0,1610,10640,"[47.3665, -122.107]",2.0,5.746913580246914,1.0062111801242235,540.0,medium
3056,9552701030,770000.0,4,2.5,2350,8001,2.0,Good,8,2350,0.0,1987,0.0,2460,8001,"[47.5478, -122.153]",1.6,3.40468085106383,0.9552845528455285,587.5,medium
3057,9477101280,424950.0,3,1.75,2090,7505,1.0,Average,7,2090,0.0,1967,0.0,1510,7416,"[47.7326, -122.194]",1.7142857142857142,3.590909090909091,1.3841059602649006,696.6666666666666,medium
3058,7462900015,387000.0,3,2.25,1760,45133,2.0,Average,7,1760,0.0,1984,0.0,1910,51773,"[47.5124, -121.866]",1.3333333333333333,25.64375,0.9214659685863874,586.6666666666666,medium
3059,6744700302,790000.0,4,1.75,2050,10920,1.0,Average,8,1450,600.0,1974,0.0,2440,10920,"[47.7431, -122.286]",2.2857142857142856,5.326829268292683,0.8401639344262295,512.5,medium
3060,3163600015,156000.0,2,1.0,600,4000,1.0,Average,5,600,0.0,1933,0.0,1290,6973,"[47.5065, -122.339]",2.0,6.666666666666667,0.46511627906976744,300.0,low
3061,6896300375,580000.0,2,1.0,2540,7000,1.0,Very Good,8,1320,1220.0,1942,0.0,2160,6000,"[47.5259, -122.261]",2.0,2.7559055118110236,1.1759259259259258,1270.0,medium
3062,7419700015,490000.0,4,2.25,2090,10869,2.0,Average,8,2090,0.0,1970,0.0,1800,17788,"[47.6715, -122.164]",1.7777777777777777,5.200478468899521,1.1611111111111112,522.5,medium
3063,4473400195,950000.0,5,3.25,2700,3650,2.0,Average,9,2070,630.0,1926,2014.0,1940,4000,"[47.5959, -122.291]",1.5384615384615385,1.3518518518518519,1.3917525773195876,540.0,medium
3064,9358001566,400000.0,2,2.5,1410,1281,2.0,Average,8,1090,320.0,2008,0.0,1410,2550,"[47.5659, -122.37]",0.8,0.9085106382978724,1.0,705.0,medium
3065,6145600900,325000.0,2,2.5,1170,1638,2.0,Average,8,1170,0.0,2008,0.0,1350,1407,"[47.7041, -122.351]",0.8,1.4,0.8666666666666667,585.0,medium
3066,1865000110,365000.0,4,2.5,2540,6688,2.0,Average,9,2540,0.0,2002,0.0,2810,6776,"[47.3314, -122.18]",1.6,2.633070866141732,0.9039145907473309,635.0,medium
3067,8698100115,255000.0,3,1.75,2190,6000,1.5,Good,7,2190,0.0,1920,0.0,1610,6000,"[47.3063, -122.223]",1.7142857142857142,2.73972602739726,1.360248447204969,730.0,medium
3068,1454600038,985000.0,5,3.5,3890,13261,2.0,Average,9,2870,1020.0,1984,0.0,3080,13261,"[47.7246, -122.284]",1.4285714285714286,3.4089974293059124,1.2629870129870129,778.0,medium
3069,5652601425,595000.0,4,2.5,2030,10722,1.0,Average,7,1100,930.0,1967,0.0,1610,9134,"[47.6955, -122.301]",1.6,5.281773399014778,1.2608695652173914,507.5,medium
3070,6381500690,427500.0,3,1.0,1350,7085,1.0,Very Good,7,1350,0.0,1944,0.0,1350,7085,"[47.7318, -122.305]",3.0,5.2481481481481485,1.0,450.0,medium
3071,1778500015,728000.0,3,1.5,1940,4000,1.5,Average,8,1310,630.0,1915,0.0,1940,4000,"[47.6205, -122.291]",2.0,2.0618556701030926,1.0,646.6666666666666,medium
3072,6021500245,549950.0,2,1.0,1260,4000,1.0,Average,7,1000,260.0,1940,0.0,1780,4000,"[47.6898, -122.384]",2.0,3.1746031746031744,0.7078651685393258,630.0,medium
3073,2926049382,650000.0,3,2.0,2800,10501,1.0,Average,7,1400,1400.0,1954,0.0,2260,6534,"[47.7055, -122.315]",1.5,3.7503571428571427,1.238938053097345,933.3333333333334,medium
3074,1692900110,1130000.0,5,3.25,3080,13394,1.0,Good,9,2230,0.0,1968,0.0,2810,10720,"[47.6651, -122.19]",1.5384615384615385,4.3487012987012985,1.096085409252669,616.0,medium
3075,8651401270,203000.0,3,1.0,840,6500,1.0,Very Good,6,840,0.0,1969,0.0,920,4680,"[47.3637, -122.083]",3.0,7.738095238095238,0.9130434782608695,280.0,low
