,price
8674,454280.0
10994,950000.0
13960,425000.0
20869,640000.0
4558,477000.0
14420,760000.0
7904,1820000.0
21384,317750.0
19017,310000.0
10648,730000.0
16667,430000.0
7039,845000.0
21131,659950.0
6021,263500.0
1126,195000.0
3939,535000.0
7308,265000.0
21192,1030000.0
6634,350000.0
11611,613000.0
15237,468000.0
19341,454000.0
1669,293000.0
10180,225000.0
16006,1280000.0
8176,357500.0
13504,845000.0
18709,450000.0
13595,447500.0
13536,635000.0
3898,270000.0
6744,286000.0
7919,279950.0
6156,455000.0
3312,294000.0
479,590000.0
1596,451101.0
16836,465000.0
10428,375000.0
16094,515000.0
8473,236000.0
17110,770000.0
8839,601000.0
12596,291000.0
15541,175000.0
18652,526500.0
5715,305000.0
1786,256000.0
9676,430000.0
21374,300000.0
17847,405000.0
19301,221347.0
18932,313500.0
9415,385000.0
8040,1200000.0
12739,606150.0
883,930000.0
543,530000.0
11750,350000.0
8798,1050000.0
13361,271675.0
15062,358800.0
4919,832500.0
9983,1700000.0
20287,605000.0
17870,360000.0
20671,386380.0
1977,210000.0
21197,785000.0
4457,263500.0
19897,400000.0
2160,280000.0
7820,685000.0
990,585000.0
20829,399995.0
20062,544999.0
5434,1250000.0
19399,504975.0
19075,250000.0
18979,351000.0
18533,745000.0
510,585000.0
15402,387000.0
8348,205000.0
19234,129888.0
9243,1190000.0
8194,300000.0
839,332000.0
17119,175000.0
20642,625000.0
14611,855000.0
4839,224000.0
4889,332900.0
18593,480000.0
762,330000.0
12845,410000.0
17644,266500.0
4840,210000.0
9791,490000.0
7076,622500.0
1142,687500.0
6189,2400000.0
18151,267000.0
11090,300000.0
16337,367000.0
5461,323000.0
13942,439000.0
5156,822000.0
1801,1140000.0
4756,950000.0
10597,375000.0
19078,450000.0
12281,198000.0
530,270500.0
10971,178000.0
1919,740000.0
124,770000.0
19497,819000.0
13535,1480000.0
12218,400000.0
1949,347000.0
20578,430000.0
12014,536650.0
12785,360000.0
19069,352750.0
16016,375000.0
20778,674600.0
15554,180000.0
21300,1700000.0
19810,358990.0
6341,905000.0
14305,317500.0
14351,620000.0
11850,465000.0
15885,300000.0
7894,380000.0
1903,548800.0
13905,415000.0
6679,253905.0
16334,1500000.0
13133,788000.0
1183,423000.0
3060,156000.0
3859,432000.0
14183,490000.0
10670,525000.0
288,675000.0
9293,560000.0
582,730000.0
4687,423000.0
3270,627800.0
7035,213000.0
10460,450000.0
3879,589950.0
11071,450000.0
2180,499000.0
12147,418000.0
7623,507200.0
11175,674000.0
13476,620000.0
18789,280000.0
13497,172380.0
13589,349950.0
11158,525000.0
15423,990000.0
16692,213500.0
6201,337500.0
10463,290000.0
16944,225000.0
7635,253000.0
13053,549000.0
19510,1010000.0
10675,595000.0
12937,250000.0
16062,329950.0
185,1100000.0
9055,545000.0
21315,333000.0
20335,475000.0
4062,565000.0
16716,209950.0
1415,1180000.0
20584,469995.0
12372,570500.0
19438,780000.0
11547,808250.0
11498,254500.0
10408,330000.0
15780,342000.0
16272,792000.0
8776,790000.0
11823,635000.0
9049,348140.0
17048,600000.0
15478,751000.0
20091,310000.0
10959,427000.0
9786,550000.0
6630,941500.0
7380,1780000.0
11804,380000.0
11623,299999.0
2952,590000.0
14177,824000.0
17468,340000.0
6805,310000.0
9113,250000.0
10385,265000.0
2205,258500.0
18465,358000.0
13600,375000.0
21362,409000.0
12214,310000.0
2456,739900.0
8823,500000.0
6096,340000.0
17973,300000.0
18558,768000.0
7475,679000.0
2552,265000.0
6975,246000.0
8651,318000.0
13306,750000.0
1665,349950.0
16853,515000.0
3837,585000.0
19283,565000.0
2582,387000.0
802,422120.0
21558,610950.0
11264,530000.0
8916,366000.0
13950,306500.0
15624,359000.0
14929,510000.0
7963,690000.0
20095,320000.0
1811,450000.0
18813,1680000.0
3527,495800.0
4295,248000.0
602,185000.0
11800,199400.0
14219,2200000.0
10134,493500.0
5040,340000.0
12463,645000.0
3275,843500.0
1760,530000.0
20523,286800.0
11398,560000.0
19080,665000.0
13470,400000.0
13010,182700.0
17672,750000.0
16059,750000.0
14699,998000.0
43,685000.0
10132,610000.0
4969,825000.0
21196,552100.0
11741,1250000.0
15272,1120000.0
11788,312000.0
16863,750000.0
16867,353500.0
874,860000.0
6877,266000.0
11924,875909.0
15687,619000.0
1626,880000.0
12322,260000.0
18356,343000.0
10621,1150000.0
2280,429500.0
9563,274000.0
11696,705000.0
979,280000.0
18874,410000.0
3819,294950.0
21069,677790.0
19193,265000.0
13295,340000.0
1179,535000.0
1018,321500.0
2955,415000.0
11906,447000.0
20347,570000.0
20992,580000.0
2400,322500.0
6945,452000.0
4646,475000.0
14167,315000.0
16872,507500.0
12633,458500.0
5425,560000.0
949,435000.0
19491,445000.0
13176,1610000.0
5674,529900.0
10856,392500.0
20203,515000.0
9976,527500.0
5604,575000.0
17240,401750.0
321,520000.0
15041,1080000.0
18063,390000.0
8217,949950.0
13785,1000000.0
17931,330000.0
13888,593777.0
7254,175000.0
12460,314950.0
4359,1140000.0
18933,910000.0
948,1030000.0
10494,535950.0
12351,417000.0
19819,695000.0
17498,386100.0
5228,545500.0
12216,599000.0
12671,498000.0
4227,475000.0
19339,383000.0
21270,300000.0
12033,585000.0
13811,273500.0
10887,201000.0
10072,650000.0
6393,258000.0
5120,540000.0
12339,1000000.0
12902,350000.0
5239,370000.0
8289,340000.0
9656,195700.0
2504,753888.0
19278,310000.0
7391,695000.0
8954,368000.0
13132,417400.0
110,597750.0
10069,270000.0
10743,400000.0
13872,475000.0
4077,905000.0
13423,481000.0
12340,850000.0
6560,745000.0
10163,235000.0
12396,311600.0
8437,607000.0
5063,479990.0
15412,361500.0
10533,850000.0
11512,849000.0
95,905000.0
19572,320000.0
18910,225000.0
2611,355000.0
8411,1300000.0
16227,646000.0
16679,324950.0
18825,518000.0
13967,750000.0
5703,350000.0
18028,304950.0
6457,188000.0
14061,562100.0
12791,400000.0
6742,175000.0
8851,811000.0
11147,575000.0
4791,538000.0
15117,135000.0
8085,4670000.0
319,268750.0
9432,680000.0
14067,260000.0
16507,187000.0
5913,855000.0
5614,874000.0
17444,463000.0
5493,366350.0
14921,395000.0
16181,360000.0
330,880000.0
9978,388500.0
9004,685000.0
3116,415000.0
10982,580000.0
3331,340000.0
613,695000.0
21443,400000.0
7579,256000.0
14843,327000.0
11143,256000.0
16169,480000.0
6158,450000.0
21061,425000.0
21523,338500.0
14734,967500.0
13466,920000.0
14774,635000.0
17397,648752.0
18804,519000.0
16051,280000.0
7496,549000.0
2259,273000.0
3464,535000.0
15794,412500.0
6900,625000.0
9925,380000.0
7874,575000.0
6125,517500.0
12643,676000.0
1278,445000.0
20867,461000.0
20156,525000.0
19668,2210000.0
16318,257000.0
6057,415000.0
17037,190000.0
14733,765000.0
7018,378800.0
5688,294010.0
10462,285000.0
51,345000.0
8500,555000.0
92,153000.0
8218,443600.0
9923,475000.0
17607,450000.0
4329,281000.0
12300,352500.0
10104,555000.0
20572,333000.0
7444,600000.0
15074,396900.0
8554,299900.0
15840,583500.0
15225,340000.0
16505,425000.0
5340,365500.0
11217,395000.0
13228,299000.0
7822,210000.0
11988,771150.0
9167,1270000.0
7971,450000.0
3869,210000.0
12441,305000.0
10819,819000.0
11896,879900.0
2593,399500.0
14455,595000.0
9780,680200.0
18753,2150000.0
10953,283000.0
4526,263400.0
8484,285000.0
18801,208000.0
6050,400000.0
8846,539000.0
8166,268000.0
9703,265000.0
12628,520000.0
6676,325500.0
19621,363990.0
12060,605000.0
9705,937500.0
16637,283000.0
7636,460000.0
18337,273148.0
573,650000.0
13003,460000.0
20751,2300000.0
6993,595000.0
5396,295000.0
11697,589450.0
10228,257000.0
5679,395300.0
68,204000.0
13784,535000.0
2999,535000.0
4746,280000.0
10502,342000.0
8532,880000.0
18098,257500.0
12542,313000.0
5691,660000.0
10373,695000.0
14148,750000.0
20415,339989.0
11764,238000.0
15477,665000.0
4341,230000.0
3017,202000.0
12189,355000.0
14225,240000.0
14928,795000.0
16426,667400.0
4075,280000.0
19021,303000.0
9664,535000.0
16423,472000.0
16699,455000.0
16635,1020000.0
11890,655000.0
3495,967000.0
7143,255000.0
12630,577500.0
14481,415950.0
14795,622100.0
1485,884744.0
18310,655000.0
7652,529000.0
13259,545000.0
16191,485000.0
16808,381000.0
675,497000.0
5134,700000.0
23,252700.0
20375,700000.0
12233,600000.0
14144,1100000.0
3046,525000.0
2036,250000.0
3065,325000.0
11297,273000.0
6109,310000.0
16381,361500.0
7098,330000.0
6375,675000.0
7871,205000.0
7980,740000.0
21308,305000.0
6927,435000.0
1041,512031.0
10215,136500.0
20641,379900.0
21172,646800.0
9605,215000.0
114,480000.0
6991,525000.0
9390,879000.0
4250,271900.0
7550,578000.0
8422,307999.0
11118,530000.0
18067,230000.0
3853,525000.0
5813,338500.0
14893,740000.0
20406,1290000.0
1758,599950.0
15133,520000.0
7644,510000.0
3680,535000.0
11680,1080000.0
19430,490000.0
3598,375000.0
19074,299500.0
15558,330000.0
7410,459000.0
11403,590000.0
10432,400000.0
6278,499000.0
14582,685000.0
17765,900000.0
9869,503000.0
6319,325000.0
18884,682000.0
18990,353250.0
11436,360000.0
20617,545000.0
1780,190000.0
12284,185900.0
16296,740000.0
3822,856000.0
18607,515000.0
20526,850000.0
9443,900000.0
5837,616000.0
14265,769950.0
17838,515000.0
5044,1390000.0
10446,654300.0
3838,576750.0
6351,494000.0
15380,635000.0
588,370000.0
18079,310000.0
18253,385000.0
10528,245000.0
19277,546000.0
7790,325000.0
17497,631500.0
607,443500.0
14906,875000.0
20750,641000.0
18694,430000.0
2984,950000.0
3279,1000000.0
9066,765000.0
2815,709000.0
2649,980000.0
4923,1050000.0
14329,445000.0
2347,588000.0
13817,356000.0
14731,355000.0
12090,592500.0
6635,530000.0
8721,380000.0
6708,2650000.0
1414,241000.0
16407,424950.0
21033,549950.0
8860,843500.0
6157,390000.0
3033,1800000.0
14966,935000.0
3628,435000.0
13266,717500.0
15094,1210000.0
5556,1150000.0
1348,842500.0
8495,549950.0
7063,875000.0
9895,192500.0
19602,451000.0
5896,1030000.0
8562,726500.0
1618,208000.0
8471,340000.0
7045,920000.0
2924,265000.0
3206,700000.0
19031,925000.0
4274,235000.0
13336,200000.0
15532,295000.0
20068,809950.0
11946,315000.0
1950,232500.0
4829,550000.0
16465,675000.0
20197,380000.0
1068,505000.0
3660,1290000.0
12810,145000.0
2470,549000.0
2274,288350.0
1265,340000.0
10687,705000.0
7864,267500.0
2845,724950.0
3038,763776.0
21343,924000.0
20012,918000.0
8774,880000.0
19555,383962.0
5032,459000.0
20007,240000.0
347,320000.0
2260,455000.0
6277,675000.0
11052,314500.0
7091,395000.0
17331,475000.0
9919,275000.0
5880,1200000.0
4952,214100.0
8762,433000.0
1477,701000.0
8372,771000.0
19329,151000.0
18721,512000.0
16495,300000.0
9029,397990.0
7248,350000.0
255,592500.0
7283,550000.0
19281,585000.0
4513,360000.0
12250,330000.0
107,188500.0
3717,884900.0
6702,455000.0
416,563500.0
6516,527000.0
15574,435000.0
11687,191950.0
12293,583000.0
10714,433495.0
15531,375000.0
8775,1800000.0
19001,629000.0
4606,245000.0
18044,244000.0
17534,290000.0
1900,485000.0
7565,300000.0
20615,380000.0
20192,475000.0
12353,1550000.0
39,605000.0
19243,981000.0
9707,489000.0
12076,325000.0
19864,210000.0
20510,584000.0
15700,440000.0
2980,740000.0
20741,348000.0
11893,354000.0
3544,805000.0
2867,499000.0
14874,310000.0
16603,355500.0
4570,319000.0
6454,595000.0
1878,350000.0
18637,543000.0
3897,550000.0
2729,283000.0
15315,225000.0
6850,525000.0
414,339000.0
7887,204750.0
12927,475000.0
6386,800000.0
11419,282000.0
17813,950000.0
5067,731100.0
6485,280000.0
21380,685000.0
6333,287000.0
13529,1780000.0
12859,3100000.0
5932,515000.0
17035,455000.0
8065,350000.0
14574,350000.0
20708,420000.0
1787,341000.0
36,550000.0
7767,440000.0
4187,300000.0
14224,580000.0
1555,937500.0
7252,410000.0
6398,225500.0
17414,345000.0
17875,680000.0
17642,598555.0
3708,455000.0
11778,205000.0
16457,340000.0
13625,975000.0
5775,550000.0
10899,294900.0
16115,780500.0
19244,168000.0
7073,477000.0
17307,485000.0
21254,389950.0
10334,324000.0
18577,520000.0
1746,451555.0
15442,100000.0
18272,556000.0
15621,237000.0
7260,469500.0
18274,637000.0
14070,3300000.0
4038,412450.0
3705,525000.0
3955,460000.0
21032,575000.0
3428,357250.0
20132,660000.0
2507,526000.0
4681,765000.0
8402,871000.0
4747,220000.0
12335,675000.0
6711,267000.0
18838,475000.0
18055,1740000.0
9862,720000.0
15572,625000.0
17785,287500.0
1809,300000.0
18258,968060.0
17451,650000.0
11450,290000.0
10107,319000.0
20806,780000.0
1715,360000.0
8994,985000.0
7614,339000.0
8676,275000.0
6436,278500.0
15546,1090000.0
5828,789900.0
12431,225000.0
14538,475000.0
17314,2230000.0
7351,786000.0
14174,947500.0
14708,240000.0
1250,399000.0
6929,390000.0
17494,1220000.0
6531,539000.0
15090,380000.0
16065,385000.0
16026,226000.0
8991,1050000.0
15101,715000.0
4861,268000.0
2303,860000.0
6908,710000.0
16621,705000.0
10679,460000.0
8910,475000.0
8581,400000.0
20894,311850.0
19809,950000.0
8250,660000.0
1257,295700.0
6680,369950.0
8930,725000.0
20981,699000.0
17020,600000.0
13339,257500.0
2822,460000.0
15004,310000.0
1973,200000.0
21269,319000.0
267,415000.0
16666,598800.0
7545,520000.0
2770,960000.0
19447,774888.0
2329,307000.0
17333,788600.0
15363,1950000.0
13641,267500.0
9467,665000.0
7991,249950.0
16224,387990.0
12974,324950.0
10456,359000.0
318,548000.0
1536,420000.0
1471,650000.0
15889,373000.0
16580,1310000.0
1369,749950.0
740,360000.0
10935,442500.0
1188,405000.0
10257,1250000.0
15439,575000.0
890,1010000.0
12399,190848.0
19468,2400000.0
7383,879000.0
3487,325088.0
6044,295000.0
11188,700000.0
13435,1050000.0
14253,400000.0
1233,435000.0
11517,283000.0
17546,879000.0
12849,595000.0
13613,240000.0
12692,1350000.0
10507,150000.0
10172,419990.0
11044,325000.0
14118,300000.0
1291,550000.0
13285,740000.0
15120,230000.0
17493,665000.0
11904,239900.0
10835,599000.0
12157,400000.0
7862,231200.0
15077,502000.0
13734,580000.0
562,880000.0
10208,950000.0
1031,554000.0
5765,375000.0
18964,552000.0
14805,373500.0
21370,320000.0
7058,340000.0
4377,717550.0
19386,229999.0
20383,459950.0
6976,1160000.0
18648,535000.0
20206,550000.0
21139,270000.0
5712,405000.0
7640,542500.0
1249,276900.0
18129,490000.0
20216,461500.0
2218,257000.0
12482,660000.0
20594,395000.0
17399,630100.0
20212,565997.0
19403,586000.0
17696,425000.0
19513,1980000.0
18162,240000.0
14580,706000.0
18655,825000.0
12051,440000.0
15192,471000.0
16961,730000.0
11192,595000.0
6334,480000.0
4549,540000.0
14953,458000.0
7044,225000.0
9328,182500.0
12969,200000.0
13559,409950.0
2354,618000.0
20853,428000.0
10598,500000.0
17766,675000.0
5327,279000.0
1434,480000.0
9877,713000.0
264,369900.0
8324,250000.0
19580,328000.0
18007,830000.0
16348,650000.0
19016,770000.0
15336,900000.0
6347,215000.0
8584,1150000.0
3378,799950.0
19051,430000.0
11145,165000.0
8620,575000.0
1437,459000.0
17167,400000.0
7960,687500.0
13293,395000.0
4692,1080000.0
7441,615000.0
6255,848000.0
21535,1380000.0
8594,279000.0
19755,580000.0
16540,450000.0
65,317625.0
15530,459000.0
18802,452000.0
19422,289950.0
6185,1040000.0
16778,582000.0
2865,660000.0
14319,353500.0
20603,955000.0
5113,308130.0
4408,864500.0
6025,300000.0
9883,784950.0
18142,552500.0
6890,255000.0
7512,330000.0
1421,1400000.0
13685,249000.0
20856,689000.0
19451,771000.0
8000,569950.0
7102,350000.0
4349,366000.0
1660,960000.0
73,360000.0
1843,380000.0
770,429900.0
18250,415000.0
1285,364808.0
14328,600000.0
15322,276000.0
19218,654000.0
1941,284200.0
20364,500000.0
17940,342000.0
11642,415885.0
8265,475000.0
3397,542126.0
12094,257500.0
9679,641000.0
5064,643000.0
21112,718500.0
4027,276000.0
18905,396450.0
18255,425000.0
12437,544000.0
5897,350000.0
16809,482000.0
3963,576000.0
3937,450000.0
11941,940000.0
11458,850000.0
1110,275000.0
4414,864000.0
11883,336000.0
14303,167000.0
20593,680000.0
19522,379950.0
10017,390000.0
3146,402500.0
1377,520000.0
18610,588000.0
7507,415000.0
144,500000.0
6192,219000.0
9990,620000.0
3514,328950.0
20885,410000.0
7272,767500.0
6071,1110000.0
15245,442500.0
19137,600600.0
17362,836500.0
15779,989000.0
14658,274000.0
1830,550000.0
9691,462000.0
4181,393500.0
12117,675000.0
9411,246000.0
20434,731500.0
5957,255000.0
10726,497000.0
10240,212644.0
13848,875000.0
13175,279500.0
16516,90000.0
1055,379000.0
11311,825000.0
594,360000.0
17454,307000.0
1525,713000.0
11063,315000.0
5824,1800000.0
5154,420000.0
11265,511000.0
12239,595000.0
17299,265950.0
18289,250000.0
15742,525000.0
761,400000.0
7824,540000.0
19710,950968.0
14316,340000.0
6999,870000.0
81,360000.0
7042,328000.0
17755,539000.0
8724,540000.0
958,378000.0
8664,1090000.0
10482,550000.0
6609,225000.0
6026,487600.0
13505,390000.0
7238,118125.0
12796,335000.0
17224,212500.0
3954,1150000.0
4403,270000.0
16875,835000.0
19402,152275.0
10387,285000.0
4511,285000.0
1666,550000.0
6857,461000.0
5353,300000.0
4587,539000.0
17787,427000.0
20002,445000.0
12917,317000.0
16076,324450.0
18382,306000.0
13219,279000.0
3724,422000.0
1264,484000.0
4867,275000.0
20941,379950.0
7255,508800.0
16243,311500.0
11424,216650.0
15911,285000.0
4374,359950.0
9464,490000.0
4087,937500.0
8464,515000.0
14957,1020000.0
1897,330000.0
14311,750000.0
7416,935100.0
21572,414500.0
20336,263900.0
14610,438000.0
17465,240000.0
2529,340000.0
21162,815000.0
8104,435000.0
6922,475000.0
8907,740000.0
660,269900.0
13378,313100.0
8744,358000.0
1118,552500.0
1287,325000.0
6204,313100.0
16763,345000.0
7358,325000.0
2316,429000.0
1417,350000.0
11364,438600.0
7,291850.0
16966,401000.0
994,291000.0
12994,330000.0
4292,156000.0
11277,498000.0
10790,460000.0
2409,487000.0
296,265000.0
1864,475000.0
1912,411753.0
16744,665000.0
13060,469000.0
15980,465000.0
13585,925000.0
1145,510000.0
5789,665000.0
20409,1020000.0
16756,770000.0
16650,395900.0
16202,315000.0
11863,465000.0
15944,478000.0
3612,280000.0
17215,299000.0
13195,551000.0
19125,430000.0
10027,375000.0
15860,1600000.0
9855,523500.0
21413,288000.0
17311,739000.0
15366,375000.0
13381,235000.0
8381,575000.0
11031,751000.0
477,438924.0
13826,285000.0
10981,326000.0
4190,665900.0
17545,355000.0
19568,555000.0
16761,585000.0
19848,435000.0
11830,199950.0
13236,375000.0
18570,530000.0
658,748000.0
2723,298500.0
1793,503000.0
19683,689950.0
16266,645000.0
5430,540000.0
14614,609000.0
493,669950.0
4253,619500.0
16811,2500000.0
1463,765000.0
14545,520000.0
20444,3350000.0
4008,525000.0
2287,354950.0
20439,820000.0
17670,211000.0
9157,315000.0
444,205000.0
10268,405000.0
8630,430000.0
672,664000.0
15835,322000.0
11429,827500.0
16484,298500.0
5740,225000.0
1494,340000.0
21161,663000.0
5261,605000.0
20728,345000.0
3751,194820.0
12604,385000.0
756,942500.0
18727,247500.0
14214,360000.0
20255,349990.0
20457,661000.0
15337,290000.0
12980,180000.0
1374,260000.0
14579,625000.0
9696,751000.0
12114,247000.0
18361,952500.0
6572,500000.0
537,595000.0
8904,370000.0
14694,295000.0
6144,300000.0
646,545000.0
18822,202500.0
14198,289950.0
2186,360000.0
3109,196000.0
20605,359000.0
21052,400950.0
12585,313999.0
14982,269950.0
10742,440000.0
9624,230000.0
20631,539950.0
1884,785500.0
242,455000.0
16410,438200.0
20994,525000.0
3030,160000.0
2102,310000.0
11825,1600000.0
18873,350000.0
7145,394950.0
3891,418000.0
14499,2400000.0
1995,180000.0
20249,545000.0
5403,294700.0
10786,415000.0
20486,515000.0
5292,560000.0
8051,361000.0
8090,970000.0
13069,358000.0
4925,220650.0
13677,427000.0
21302,641000.0
11840,310000.0
17687,356000.0
9422,310000.0
10639,439000.0
2978,390000.0
3573,253779.0
21587,507250.0
14592,395000.0
18951,410000.0
1115,690000.0
11985,445000.0
3466,479200.0
5145,800000.0
15095,397950.0
2949,655500.0
16398,779000.0
18116,852500.0
15099,370000.0
7388,300000.0
16802,305000.0
13035,870000.0
11099,378000.0
8232,220000.0
13148,790000.0
2538,350000.0
14483,729000.0
5383,935000.0
17857,278000.0
7624,380000.0
9027,667000.0
7025,261000.0
12065,285000.0
799,1100000.0
16316,625000.0
427,1300000.0
20844,499000.0
12162,626000.0
13696,247200.0
12405,148000.0
10730,745000.0
17714,475000.0
19542,900000.0
12896,334009.0
15763,699950.0
7634,385000.0
3131,395000.0
15784,1300000.0
232,315000.0
3037,2300000.0
9891,858450.0
16680,1050000.0
7825,469000.0
15981,564000.0
17295,147500.0
7423,583000.0
19284,174900.0
12778,500000.0
17443,330000.0
10968,545000.0
21089,1270000.0
5369,179000.0
17632,540000.0
12072,338000.0
16571,980000.0
17801,886000.0
20548,635000.0
3157,485000.0
6884,235000.0
7342,500000.0
18856,280000.0
11621,717000.0
7902,634000.0
9329,217000.0
6739,247000.0
19478,410000.0
10051,430000.0
16067,1390000.0
4412,425000.0
2314,898000.0
10315,150000.0
19183,699999.0
2018,835000.0
7412,393000.0
11567,185000.0
15137,872500.0
13078,915000.0
12724,530000.0
13938,466950.0
14800,545000.0
11879,625000.0
9450,569950.0
3424,732350.0
13879,390000.0
19060,205000.0
12659,410000.0
9617,201000.0
11488,229050.0
21318,329950.0
4080,220000.0
4962,1580000.0
15664,335000.0
17667,825000.0
8209,555000.0
797,710000.0
5467,372500.0
1883,340000.0
11465,497000.0
17673,479000.0
2372,575000.0
8011,342000.0
1198,254000.0
13154,530000.0
16367,641500.0
6167,197000.0
4094,1060000.0
17349,398000.0
480,378500.0
7126,445000.0
17648,340000.0
17400,739000.0
8261,425000.0
6939,280000.0
12800,560000.0
1331,430000.0
18066,380000.0
3305,245000.0
4355,305000.0
3104,449500.0
16880,986000.0
19259,685000.0
11184,209000.0
11165,285000.0
1420,799000.0
5205,655000.0
12691,561500.0
1234,270000.0
13895,230000.0
1709,187500.0
9255,273000.0
430,328500.0
13827,320000.0
21255,320000.0
2328,250000.0
227,264950.0
11321,477500.0
577,930000.0
4233,445000.0
684,400000.0
6818,220000.0
7750,224950.0
5220,299000.0
20116,552000.0
3785,533250.0
11405,751000.0
5794,445000.0
8953,750000.0
8751,540000.0
8988,790000.0
12509,745000.0
10780,392000.0
14400,653675.0
6973,750000.0
4182,360000.0
8494,175000.0
20267,380000.0
6037,750000.0
6431,152000.0
12706,345500.0
14840,550000.0
2758,615000.0
18495,300000.0
1654,425000.0
1292,835000.0
13019,633100.0
7855,330000.0
20023,1280000.0
591,265000.0
17896,600000.0
19598,370000.0
5137,565000.0
10584,525000.0
10413,109000.0
16161,533000.0
15666,799990.0
10715,265000.0
14780,270000.0
17894,400000.0
15270,550000.0
19450,1500000.0
16310,666500.0
5697,2470000.0
15618,2270000.0
4979,570000.0
4888,365000.0
1473,515000.0
18575,194250.0
2847,341000.0
8370,404500.0
12657,680000.0
16726,424000.0
11509,395000.0
13911,870000.0
4635,360000.0
3540,197000.0
5876,200000.0
11570,408000.0
2383,269950.0
20690,305000.0
5977,458500.0
1160,435000.0
5955,1110000.0
8967,450000.0
15453,1220000.0
15668,371000.0
12023,415000.0
2768,604000.0
2634,415000.0
1573,722080.0
10689,499950.0
20108,437500.0
3951,265000.0
12705,780000.0
17112,280000.0
14967,169950.0
19745,645000.0
1329,515000.0
11881,335500.0
3916,575000.0
3772,680000.0
5484,751305.0
6081,657500.0
13603,384205.0
1050,850000.0
10078,383610.0
623,605000.0
8009,368500.0
14320,522000.0
9531,961000.0
21481,370000.0
9292,612500.0
14593,1000000.0
3080,740000.0
1501,612000.0
4995,519000.0
9781,216500.0
13354,610000.0
21168,468500.0
11747,206000.0
12885,443950.0
19057,425000.0
18140,725000.0
7770,585000.0
2532,358000.0
14604,666000.0
13756,263850.0
1100,631000.0
10323,459950.0
16413,548000.0
18554,365650.0
15757,750000.0
15595,540000.0
17701,775000.0
4722,760000.0
6112,325000.0
4238,514000.0
7978,980000.0
6435,165000.0
19428,595000.0
5266,657500.0
7032,667000.0
14801,660000.0
12303,870000.0
20246,550000.0
1472,280000.0
18131,475000.0
13864,495000.0
15726,546200.0
21188,1060000.0
849,254000.0
18341,403000.0
13987,470000.0
11605,275000.0
13810,540000.0
18403,618000.0
2210,550000.0
18200,315000.0
3202,442000.0
16902,557500.0
14938,295000.0
20489,460000.0
11292,329950.0
1284,425000.0
8606,1010000.0
3593,350000.0
15653,1720000.0
18221,383000.0
14406,1500000.0
13593,382000.0
3271,660000.0
4717,499000.0
10286,440000.0
1004,563000.0
17263,220000.0
12276,180000.0
17700,242000.0
10532,570000.0
8457,306000.0
11073,299900.0
6034,282510.0
17716,515000.0
6212,215000.0
17241,254950.0
14853,174950.0
3542,436000.0
15539,2300000.0
253,349500.0
6010,176000.0
21499,942990.0
9340,551870.0
2142,270000.0
6092,1150000.0
6403,695000.0
7632,416500.0
1728,1680000.0
9274,305000.0
1671,285000.0
15172,374000.0
11852,573500.0
18719,399950.0
9695,260000.0
1971,409000.0
18854,255500.0
14168,820000.0
14991,625000.0
7807,291000.0
694,690000.0
5729,400000.0
20696,600000.0
19287,575000.0
19724,585000.0
18457,255000.0
16323,475000.0
21202,465000.0
2284,530000.0
16611,1200000.0
13512,500000.0
3094,285000.0
1677,445000.0
7364,395000.0
2114,345000.0
20376,838000.0
2273,610000.0
13783,220000.0
3244,464000.0
17686,364900.0
6182,675000.0
5041,600000.0
4817,650500.0
18510,602000.0
10632,338150.0
3563,299000.0
13631,898000.0
20283,419950.0
14301,337000.0
6176,300000.0
9954,485000.0
17572,840000.0
6312,250000.0
9988,285000.0
14679,405000.0
14493,359800.0
656,3070000.0
10827,229500.0
10383,405000.0
6684,620000.0
11660,752875.0
19266,781500.0
15084,625000.0
18834,790000.0
11812,205000.0
3231,252000.0
19071,774900.0
2484,1010000.0
7205,243500.0
5967,315000.0
18551,196000.0
952,720000.0
9361,251200.0
15009,250000.0
5664,1160000.0
13431,545000.0
7028,3800000.0
17600,228500.0
3409,330000.0
4775,660000.0
9910,325000.0
20210,585000.0
7192,355000.0
18686,640000.0
12594,412000.0
13064,385000.0
1461,495000.0
9024,770000.0
12953,550000.0
7953,305000.0
14361,600000.0
15509,265000.0
19591,689000.0
13229,559000.0
11976,329000.0
5152,169000.0
1146,510000.0
1937,550000.0
14405,606500.0
19391,260000.0
18903,675000.0
15091,660000.0
15642,210000.0
5914,235000.0
456,496500.0
14691,315000.0
5397,250000.0
15695,825000.0
3858,280000.0
96,247500.0
3130,990000.0
8015,425000.0
10666,269100.0
6780,399950.0
6618,242550.0
2627,705000.0
3773,1650000.0
10559,480000.0
2239,1000000.0
3663,397000.0
17235,640000.0
19620,529500.0
16225,500000.0
11219,295000.0
5138,754300.0
19744,292000.0
2389,592000.0
13670,550000.0
18043,1250000.0
19969,249900.0
21022,370000.0
10583,362500.0
3082,660000.0
12536,442500.0
13096,525000.0
14206,234000.0
19242,675000.0
5591,375000.0
18493,115000.0
1663,662990.0
2901,675000.0
4099,359950.0
4268,912000.0
19565,340768.0
10732,545000.0
10660,575000.0
16330,486000.0
19902,435000.0
8127,565000.0
6883,230000.0
4535,554000.0
12176,1670000.0
15437,526000.0
20185,640000.0
2397,1540000.0
8899,998000.0
4184,585000.0
20634,560000.0
